UDI,Product_ID,Type,Air_temperature_K,Process_temperature_K,Rotational_speed_rpm,Torque_Nm,Tool_wear_min,Machine_failure,TWF,HDF,PWF,OSF,RNF,Temp_Diff,Power_W,Tool_Wear_Strain,Speed_Torque_Ratio,Type_L,Type_M,Type_H
749,H30162,H,296.7,308.1,1528,46.3,203,0,0,0,0,0,0,11.400000000000034,7408.545683597497,9398.9,33.00215269931907,0,0,1
750,L47929,L,296.6,308.0,1978,22.3,208,0,0,0,0,0,0,11.399999999999977,4619.125566475121,4638.400000000001,88.6995117939409,1,0,0
751,L47930,L,296.7,308.0,1535,36.8,210,0,0,0,0,0,0,11.300000000000011,5915.40952719934,7727.999999999999,41.71194518697142,1,0,0
752,M15611,M,296.8,308.1,1843,24.2,212,0,0,0,0,0,0,11.300000000000011,4670.563910189897,5130.4,76.15699332355648,0,1,0
753,L47932,L,296.9,308.1,1422,48.7,215,0,0,0,0,0,0,11.200000000000045,7251.989649693607,10470.5,29.19917264904052,1,0,0
754,L47933,L,296.8,308.0,1536,40.4,217,0,0,0,0,0,0,11.199999999999989,6498.321572097414,8766.8,38.01979256935827,1,0,0
755,M15614,M,296.9,308.1,1483,44.3,219,0,0,0,0,0,0,11.200000000000045,6879.763280120775,9701.699999999999,33.47629041167259,0,1,0
756,H30169,H,296.8,308.1,1492,43.7,222,0,0,0,0,0,0,11.300000000000011,6827.769921703864,9701.400000000001,34.141868617421366,0,0,1
757,L47936,L,296.8,308.0,1584,40.4,227,0,0,0,0,0,0,11.199999999999989,6701.3941212254595,9170.8,39.20791108715072,1,0,0
758,L47937,L,296.9,308.1,1555,33.7,229,0,0,0,0,0,0,11.200000000000045,5487.681687413091,7717.300000000001,46.14241954230873,1,0,0
759,L47938,L,296.8,308.0,1497,41.7,231,0,0,0,0,0,0,11.199999999999989,6537.120241369249,9632.7,35.89927196660144,1,0,0
760,M15619,M,296.7,307.8,1537,36.3,233,0,0,0,0,0,0,11.100000000000023,5842.6397693666895,8457.9,42.34158613179445,0,1,0
761,L47940,L,296.7,307.8,1505,39.4,236,0,0,0,0,0,0,11.100000000000023,6209.567319330466,9298.4,38.19795984823354,1,0,0
762,L47941,L,296.7,307.8,1646,34.6,238,0,0,0,0,0,0,11.100000000000023,5963.957605672816,8234.800000000001,47.572240586057625,1,0,0
763,M15622,M,296.7,307.8,1286,60.5,0,0,0,0,0,0,0,11.100000000000023,8147.511107574889,0.0,21.256194833686802,0,1,0
764,L47943,L,296.7,307.8,1400,47.5,3,0,0,0,0,0,0,11.100000000000023,6963.863715457374,142.5,29.47367800554147,1,0,0
765,L47944,L,296.8,307.9,1337,56.5,5,0,0,0,0,0,0,11.099999999999966,7910.582661616659,282.5,23.66371262589157,1,0,0
766,L47945,L,296.9,308.0,1332,53.9,7,0,0,0,0,0,0,11.100000000000023,7518.333874864949,377.3,24.712425841850493,1,0,0
767,L47946,L,296.8,308.0,1561,38.3,9,0,0,0,0,0,0,11.199999999999989,6260.806695510514,344.7,40.75716951509934,1,0,0
768,L47947,L,296.9,308.0,1546,31.1,11,0,0,0,0,0,0,11.100000000000023,5034.988658006314,342.1,49.71059494836175,1,0,0
769,L47948,L,296.9,308.0,1713,29.3,13,0,0,0,0,0,0,11.100000000000023,5255.978757235332,380.90000000000003,58.464143868892876,1,0,0
770,L47949,L,296.9,308.0,1343,44.5,15,0,0,0,0,0,0,11.100000000000023,6258.419085093787,667.5,30.179768498928425,1,0,0
771,L47950,L,296.8,308.0,1391,54.4,17,0,0,0,0,0,0,11.199999999999989,7924.185757806702,924.8,25.56984824083672,1,0,0
772,H30185,H,296.8,308.0,1311,58.6,19,0,0,0,0,0,0,11.199999999999989,8045.053299165815,1113.4,22.37200983412801,0,0,1
773,H30186,H,296.8,308.0,1453,51.0,24,0,0,0,0,0,0,11.199999999999989,7760.048013632148,1224.0,28.49019049211951,0,0,1
774,L47953,L,296.8,308.0,1510,39.4,29,0,0,0,0,0,0,11.199999999999989,6230.197111089038,1142.6,38.324863369324014,1,0,0
775,L47954,L,296.8,307.9,1448,48.8,31,0,0,0,0,0,0,11.099999999999966,7399.749224167445,1512.8,29.672125067187487,1,0,0
776,L47955,L,296.7,307.8,1453,46.0,33,0,0,0,0,0,0,11.100000000000023,6999.258992687819,1518.0,31.586949655010944,1,0,0
777,L47956,L,296.7,307.8,1468,39.2,35,0,0,0,0,0,0,11.100000000000023,6026.161140213893,1372.0,37.448970038528046,1,0,0
778,L47957,L,296.7,307.8,1382,47.5,37,0,0,0,0,0,0,11.100000000000023,6874.328324830065,1757.5,29.094730716898795,1,0,0
779,L47958,L,296.7,308.0,1580,32.2,39,0,0,0,0,0,0,11.300000000000011,5327.722261467811,1255.8000000000002,49.06830774276156,1,0,0
780,L47959,L,296.8,308.0,1666,29.8,41,0,0,0,0,0,0,11.199999999999989,5199.000738474725,1221.8,55.90602150804647,1,0,0
781,M15640,M,296.9,308.0,1409,50.7,43,0,0,0,0,0,0,11.100000000000023,7480.791842654551,2180.1,27.790921540252157,0,1,0
782,L47961,L,296.8,308.0,1675,29.7,46,0,0,0,0,0,0,11.199999999999989,5209.546017815274,1366.2,56.39728740832074,1,0,0
783,L47962,L,296.8,307.9,1698,30.8,48,0,0,0,0,0,0,11.099999999999966,5476.675641150015,1478.4,55.12985223056746,1,0,0
784,H30197,H,296.7,307.9,1579,33.4,50,0,0,0,0,0,0,11.199999999999989,5522.773277353688,1670.0,47.275434947474565,0,0,1
785,L47964,L,296.7,307.9,1743,27.9,55,0,0,0,0,0,0,11.199999999999989,5092.490275542518,1534.5,62.47309588777926,1,0,0
786,M15645,M,296.9,308.0,1497,44.8,57,0,0,0,0,0,0,11.100000000000023,7023.093208953053,2553.6,33.415171112685016,0,1,0
787,L47966,L,296.9,308.1,1741,28.8,60,0,0,0,0,0,0,11.200000000000045,5250.732297503837,1728.0,60.45136789883059,1,0,0
788,L47967,L,296.9,308.1,1435,45.3,62,0,0,0,0,0,0,11.200000000000045,6807.360041431042,2808.6,31.677697201391346,1,0,0
789,M15648,M,296.9,308.1,1440,46.3,64,0,0,0,0,0,0,11.200000000000045,6981.875513337956,2963.2,31.10150516166195,0,1,0
790,M15649,M,296.9,308.0,1641,33.3,67,0,0,0,0,0,0,11.100000000000023,5722.442434440343,2231.1,49.27926448070136,0,1,0
791,L47970,L,296.8,307.9,1420,45.4,70,0,0,0,0,0,0,11.099999999999966,6751.073173054226,3178.0,31.277526150324636,1,0,0
792,L47971,L,296.8,307.9,1611,35.4,72,0,0,0,0,0,0,11.099999999999966,5972.104802621124,2548.7999999999997,45.508461720773525,1,0,0
793,L47972,L,296.8,307.8,1373,42.9,74,0,0,0,0,0,0,11.0,6168.171600131664,3174.6,32.00465454436957,1,0,0
794,M15653,M,296.8,307.9,1683,31.8,76,0,0,0,0,0,0,11.099999999999966,5604.538462151119,2416.8,52.9245116589586,0,1,0
795,H30208,H,296.9,307.9,1547,32.6,79,0,0,0,0,0,0,11.0,5281.247634145706,2575.4,47.45397317362785,0,0,1
796,L47975,L,296.9,307.8,1605,37.0,84,0,0,0,0,0,0,10.900000000000034,6218.782657780996,3108.0,43.378366654495494,1,0,0
797,M15656,M,296.9,307.9,2010,18.9,86,0,0,0,0,0,0,11.0,3978.1987772407547,1625.3999999999999,106.34915007981478,0,1,0
798,L47977,L,296.8,307.7,1565,40.1,89,0,0,0,0,0,0,10.899999999999977,6571.845312166928,3568.9,39.02742168892227,1,0,0
799,M15658,M,296.9,307.8,1828,24.6,91,0,0,0,0,0,0,10.900000000000034,4709.121724024956,2238.6,74.30891288255573,0,1,0
800,M15659,M,297.0,307.8,1579,34.1,94,0,0,0,0,0,0,10.800000000000011,5638.5200226874485,3205.4,46.30497175807279,0,1,0
801,M15660,M,297.0,307.9,1882,24.2,97,0,0,0,0,0,0,10.899999999999977,4769.3984150718325,2347.4,77.76856290555253,0,1,0
802,L47981,L,296.9,307.8,1285,52.1,100,0,0,0,0,0,0,10.900000000000034,7010.830525628542,5210.0,24.664102751611754,1,0,0
803,L47982,L,296.9,307.8,1571,35.0,102,0,0,0,0,0,0,10.900000000000034,5758.015735254492,3570.0,44.88570146122815,1,0,0
804,H30217,H,296.9,307.8,1549,37.8,104,0,0,0,0,0,0,10.900000000000034,6131.572045717342,3931.2,40.978825137876946,0,0,1
805,M15664,M,296.9,307.8,1544,37.6,109,0,0,0,0,0,0,10.900000000000034,6079.442551618776,4098.400000000001,41.06381886600562,0,1,0
806,M15665,M,297.0,307.9,1412,47.4,112,0,0,0,0,0,0,10.899999999999977,7008.767546452685,5308.8,29.789023251260918,0,1,0
807,M15666,M,297.0,307.9,1422,53.0,115,0,0,0,0,0,0,10.899999999999977,7892.309064348278,6095.0,26.830183616946485,0,1,0
808,L47987,L,297.0,307.7,1867,22.8,118,0,0,0,0,0,0,10.699999999999989,4457.668648031629,2690.4,81.88592899739956,1,0,0
809,L47988,L,296.9,307.7,1424,43.3,120,0,0,0,0,0,0,10.800000000000011,6456.936324874125,5196.0,32.88682843260313,1,0,0
810,L47989,L,296.9,307.6,1452,45.7,122,0,0,0,0,0,0,10.700000000000045,6948.825958622192,5575.400000000001,31.772421931636334,1,0,0
811,L47990,L,296.9,307.7,1550,39.7,124,0,0,0,0,0,0,10.800000000000011,6443.930131288264,4922.8,39.04281132422888,1,0,0
812,L47991,L,296.8,307.6,1588,37.6,126,0,0,0,0,0,0,10.800000000000011,6252.690914488741,4737.6,42.23403132073634,1,0,0
813,L47992,L,296.8,307.6,1338,44.4,128,0,0,0,0,0,0,10.800000000000011,6221.107436344651,5683.2,30.135128347944065,1,0,0
814,L47993,L,296.8,307.6,1513,40.0,130,0,0,0,0,0,0,10.800000000000011,6337.639579841809,5200.0,37.824990543752364,1,0,0
815,M15674,M,296.8,307.5,1470,45.9,132,0,0,0,0,0,0,10.699999999999989,7065.756037188803,6058.8,32.02613681347782,0,1,0
816,M15675,M,296.8,307.5,1516,36.7,135,0,0,0,0,0,0,10.699999999999989,5826.313959543535,4954.5,41.3078906518009,0,1,0
817,L47996,L,296.8,307.6,1434,48.3,138,0,0,0,0,0,0,10.800000000000011,7253.120623048899,6665.4,29.6894348469079,1,0,0
818,L47997,L,296.8,307.6,1368,52.0,140,0,0,0,0,0,0,10.800000000000011,7449.344500192117,7280.0,26.30768724852168,1,0,0
819,L47998,L,296.8,307.6,1304,48.7,142,0,0,0,0,0,0,10.800000000000011,6650.20710492297,6915.400000000001,26.776175199964023,1,0,0
820,L47999,L,296.8,307.6,1398,46.7,144,0,0,0,0,0,0,10.800000000000011,6836.79676459518,6724.8,29.935753761080562,1,0,0
821,L48000,L,296.7,307.6,1516,37.4,146,0,0,0,0,0,0,10.900000000000034,5937.442563676517,5460.4,40.534748520120715,1,0,0
822,L48001,L,296.7,307.6,1474,41.7,148,0,0,0,0,0,0,10.900000000000034,6436.683524233984,6171.6,35.347713345872094,1,0,0
823,M15682,M,296.7,307.6,1547,34.7,150,0,0,0,0,0,0,10.900000000000034,5621.450702602944,5205.0,44.58211971696837,0,1,0
824,M15683,M,296.6,307.5,1482,39.9,153,0,0,0,0,0,0,10.899999999999977,6192.267615784697,6104.7,37.14284783387272,0,1,0
825,L48004,L,296.6,307.4,1436,42.8,156,0,0,0,0,0,0,10.799999999999955,6436.159925458384,6676.799999999999,33.55139403004812,1,0,0
826,L48005,L,296.6,307.3,1474,40.0,158,0,0,0,0,0,0,10.699999999999989,6174.27676185514,6320.0,36.8499907875023,1,0,0
827,L48006,L,296.5,307.2,1481,38.2,160,0,0,0,0,0,0,10.699999999999989,5924.436370090656,6112.0,38.769623358737334,1,0,0
828,L48007,L,296.5,307.3,1501,42.1,162,0,0,0,0,0,0,10.800000000000011,6617.461237497052,6820.2,35.6531981821382,1,0,0
829,L48008,L,296.5,307.3,1566,37.2,164,0,0,0,0,0,0,10.800000000000011,6100.470278446804,6100.8,42.096762877214275,1,0,0
830,L48009,L,296.5,307.3,1579,34.5,166,0,0,0,0,0,0,10.800000000000011,5704.661020021025,5727.0,45.76810267591226,1,0,0
831,L48010,L,296.6,307.4,1631,35.0,168,0,0,0,0,0,0,10.799999999999955,5977.927221005778,5880.0,46.599986685718086,1,0,0
832,M15691,M,296.6,307.4,1544,42.3,170,0,0,0,0,0,0,10.799999999999955,6839.372870571123,7190.999999999999,36.501173403977916,0,1,0
833,L48012,L,296.6,307.4,1521,38.6,173,0,0,0,0,0,0,10.799999999999955,6148.159654928297,6677.8,39.40413486939511,1,0,0
834,L48013,L,296.6,307.4,1616,28.0,175,0,0,0,0,0,0,10.799999999999955,4738.359479654365,4900.0,57.71426510204818,1,0,0
835,H30248,H,296.6,307.4,1333,50.2,177,0,0,0,0,0,0,10.799999999999955,7007.489965440225,8885.4,26.55377957096024,0,0,1
836,M15695,M,296.7,307.4,1533,32.5,182,0,0,0,0,0,0,10.699999999999989,5217.399999449249,5915.0,47.16921625562576,0,1,0
837,L48016,L,296.6,307.4,1368,45.1,185,0,0,0,0,0,0,10.799999999999955,6460.873787666625,8343.5,30.332587509404096,1,0,0
838,L48017,L,296.6,307.4,1465,47.8,187,0,0,0,0,0,0,10.799999999999955,7333.210291764414,8938.6,30.648529153027372,1,0,0
839,H30252,H,296.6,307.4,1406,41.5,189,0,0,0,0,0,0,10.799999999999955,6110.2929914770275,7843.5,33.879509908551825,0,0,1
840,M15699,M,296.5,307.4,1565,43.5,194,0,0,0,0,0,0,10.899999999999977,7129.059129158638,8439.0,35.977003223677414,0,1,0
841,L48020,L,296.6,307.5,1582,37.9,197,0,0,0,0,0,0,10.899999999999977,6278.766133513536,7466.299999999999,41.741413788545174,1,0,0
842,L48021,L,296.6,307.5,1439,45.5,199,0,0,0,0,0,0,10.899999999999977,6856.4736065821635,9054.5,31.626366675523805,1,0,0
843,M15702,M,296.6,307.5,1566,35.0,201,0,0,0,0,0,0,10.899999999999977,5739.689778108552,7035.0,44.74284435918732,0,1,0
844,L48023,L,296.6,307.5,1485,42.7,204,0,0,0,0,0,0,10.899999999999977,6640.227312260066,8710.800000000001,34.777509419787016,1,0,0
845,L48024,L,296.5,307.5,1566,35.1,206,0,0,0,0,0,0,11.0,5756.0888917602915,7230.6,44.615371904452445,1,0,0
846,L48025,L,296.3,307.3,1439,41.5,208,0,0,0,0,0,0,11.0,6253.706696113401,8632.0,34.674690439833626,1,0,0
847,M15706,M,296.4,307.4,1416,50.0,210,0,0,0,0,0,0,11.0,7414.158662471911,10500.0,28.31999433600113,0,1,0
848,L48027,L,296.4,307.4,2833,5.6,213,1,0,0,1,0,0,11.0,1661.3579710223783,1192.8,505.89195376436834,1,0,0
849,L48028,L,296.3,307.4,1465,47.1,215,0,0,0,0,0,0,11.099999999999966,7225.820182889203,10126.5,31.104027366448538,1,0,0
850,H30263,H,296.4,307.4,1586,35.5,0,0,0,0,0,0,0,11.0,5896.036372502203,0.0,44.676043753227106,0,0,1
851,L48030,L,296.3,307.3,1567,31.4,5,0,0,0,0,0,0,11.0,5152.609886956715,157.0,49.9044427055915,1,0,0
852,M15711,M,296.2,307.2,1389,48.6,7,0,0,0,0,0,0,11.0,7069.148957254682,340.2,28.580241032872213,0,1,0
853,M15712,M,296.3,307.3,1368,49.5,10,0,0,0,0,0,0,11.0,7091.2029376828805,495.0,27.636358053261,0,1,0
854,L48033,L,296.3,307.3,1444,49.0,13,0,0,0,0,0,0,11.0,7409.550993246647,637.0,29.4693817409425,1,0,0
855,M15714,M,296.3,307.3,1498,41.6,15,0,0,0,0,0,0,11.0,6525.800035840814,624.0,36.009606728459914,0,1,0
856,L48035,L,296.1,307.2,1615,30.8,18,0,0,0,0,0,0,11.099999999999966,5208.970059162116,554.4,52.43504791069873,1,0,0
857,L48036,L,296.1,307.1,1898,22.7,20,0,0,0,0,0,0,11.0,4511.808761428493,454.0,83.61229796815068,1,0,0
858,M15717,M,296.1,307.1,1350,53.3,22,0,0,0,0,0,0,11.0,7535.109979635118,1172.6,25.328325454347944,0,1,0
859,M15718,M,296.2,307.0,1516,37.6,25,0,0,0,0,0,0,10.800000000000011,5969.193593428798,940.0,40.31913821299515,0,1,0
860,H30273,H,296.2,307.0,1542,40.6,28,0,0,0,0,0,0,10.800000000000011,6556.001213217324,1136.8,37.98028621175216,0,0,1
861,H30274,H,296.1,306.9,1541,32.6,33,0,0,0,0,0,0,10.799999999999955,5260.7644500443,1075.8,47.269924150330006,0,0,1
862,M15721,M,296.1,306.9,1951,23.3,38,0,0,0,0,0,0,10.799999999999955,4760.38204415603,885.4,83.73386964211603,0,1,0
863,H30276,H,296.1,306.8,1645,31.0,41,0,0,0,0,0,0,10.699999999999989,5340.18391232705,1271.0,53.064499011451936,0,0,1
864,L48043,L,296.0,306.7,1416,44.2,46,0,0,0,0,0,0,10.699999999999989,6554.11625762517,2033.2,32.03619184701542,1,0,0
865,M15724,M,296.0,306.7,2044,22.3,48,0,0,0,0,0,0,10.699999999999989,4773.252102060236,1070.4,91.65915172235349,0,1,0
866,L48045,L,295.9,306.6,1414,50.2,51,0,0,0,0,0,0,10.700000000000045,7433.301433707786,2560.2000000000003,28.167325066269903,1,0,0
867,L48046,L,295.9,306.6,1678,26.7,53,0,0,0,0,0,0,10.700000000000045,4691.717300724068,1415.1,62.84641840958112,1,0,0
868,H30281,H,295.9,306.5,1594,33.2,55,0,0,0,0,0,0,10.600000000000023,5541.853216736491,1826.0000000000002,48.012033731315135,0,0,1
869,M15728,M,295.8,306.5,1514,37.7,60,0,0,0,0,0,0,10.699999999999989,5977.173238768916,2262.0,40.159140541342026,0,1,0
870,L48049,L,295.8,306.5,1358,49.2,63,0,0,0,0,0,0,10.699999999999989,6996.7038306629,3099.6000000000004,27.60162040617471,1,0,0
871,L48050,L,295.8,306.4,1325,56.2,65,0,0,0,0,0,0,10.599999999999966,7797.956564985465,3653.0,23.57650826040778,1,0,0
872,L48051,L,295.8,306.4,1339,53.2,67,0,0,0,0,0,0,10.599999999999966,7459.69081199794,3564.4,25.16916820128417,1,0,0
873,M15732,M,295.8,306.4,1335,51.7,69,0,0,0,0,0,0,10.599999999999966,7227.705138481358,3567.3,25.822045295542495,0,1,0
874,L48053,L,295.9,306.4,1892,21.7,72,0,0,0,0,0,0,10.5,4299.416154094799,1562.3999999999999,87.18889991294935,1,0,0
875,L48054,L,295.9,306.4,1575,28.5,74,0,0,0,0,0,0,10.5,4700.608007933728,2109.0,55.26313850416193,1,0,0
876,M15735,M,295.8,306.3,1444,45.5,76,0,0,0,0,0,0,10.5,6880.297350871886,3458.0,31.736256761262247,0,1,0
877,L48056,L,295.7,306.3,1915,22.4,79,0,0,0,0,0,0,10.600000000000023,4492.058615612926,1769.6,85.49103326293158,1,0,0
878,M15737,M,295.6,306.2,1584,33.6,81,0,0,0,0,0,0,10.599999999999966,5573.43669488058,2721.6,47.14284311224907,0,1,0
879,M15738,M,295.7,306.3,1685,34.9,84,0,0,0,0,0,0,10.600000000000023,6158.202279444272,2931.6,48.2807884582268,0,1,0
880,L48059,L,295.8,306.3,1337,54.6,87,0,0,0,0,0,0,10.5,7644.5630676861865,4750.2,24.4871750023489,1,0,0
881,M15740,M,295.8,306.3,1235,76.2,89,1,0,0,1,0,0,10.5,9854.861995045821,6781.8,16.20734695441641,0,1,0
882,L48061,L,295.7,306.2,1464,46.2,92,0,0,0,0,0,0,10.5,7082.909133077404,4250.400000000001,31.688304829371244,1,0,0
883,M15742,M,295.7,306.2,1739,25.9,94,0,0,0,0,0,0,10.5,4716.588242564988,2434.6,67.14283121898409,0,1,0
884,L48063,L,295.7,306.3,1490,34.3,97,0,0,0,0,0,0,10.600000000000023,5351.912524900451,3327.1,43.440220571364264,1,0,0
885,L48064,L,295.8,306.4,1356,48.0,99,0,0,0,0,0,0,10.599999999999966,6815.999421228415,4752.0,28.249994114584556,1,0,0
886,L48065,L,295.7,306.2,1397,52.0,101,0,0,0,0,0,0,10.5,7607.261890912564,5252.0,26.865379448965488,1,0,0
887,L48066,L,295.7,306.2,1458,40.6,103,0,0,0,0,0,0,10.5,6198.864960357237,4181.8,35.91132120410808,1,0,0
888,H30301,H,295.7,306.2,2161,16.5,105,0,0,0,0,0,0,10.5,3733.9399484241485,1732.5,130.96961759417115,0,0,1
889,M15748,M,295.6,306.1,1651,28.1,110,0,0,0,0,0,0,10.5,4858.274071241888,3091.0,58.75442748952758,0,1,0
890,L48069,L,295.6,306.1,1389,46.2,113,0,0,0,0,0,0,10.5,6720.0551815877825,5220.6,30.064928557374767,1,0,0
891,L48070,L,295.6,306.0,1370,52.4,115,0,0,0,0,0,0,10.399999999999977,7517.621780530135,6026.0,26.145033178428783,1,0,0
892,L48071,L,295.7,306.1,1408,47.9,117,0,0,0,0,0,0,10.400000000000034,7062.635388486237,5604.3,29.394565888399605,1,0,0
893,L48072,L,295.7,306.1,1343,54.4,119,0,0,0,0,0,0,10.400000000000034,7650.741533238246,6473.599999999999,24.687495461857452,1,0,0
894,M15753,M,295.7,306.2,1423,42.5,121,0,0,0,0,0,0,10.5,6333.188990249224,5142.5,33.48234506297763,0,1,0
895,L48074,L,295.6,306.2,1426,48.6,124,0,0,0,0,0,0,10.599999999999966,7257.456020910853,6026.400000000001,29.341557748650665,1,0,0
896,M15755,M,295.6,306.2,1435,51.6,126,0,0,0,0,0,0,10.599999999999966,7754.078987590327,6501.6,27.81007212983098,0,1,0
897,L48076,L,295.5,306.1,1573,35.1,129,0,0,0,0,0,0,10.600000000000023,5781.818535593191,4527.900000000001,44.81480204706494,1,0,0
898,L48077,L,295.6,306.2,1612,31.2,131,0,0,0,0,0,0,10.599999999999966,5266.8172518902165,4087.2,51.666650106842916,1,0,0
899,L48078,L,295.6,306.2,1446,49.9,133,0,0,0,0,0,0,10.599999999999966,7556.095818561098,6636.7,28.977950104619218,1,0,0
900,H30313,H,295.6,306.2,1329,55.3,135,0,0,0,0,0,0,10.599999999999966,7696.2422668377385,7465.5,24.032545382903187,0,0,1
901,L48080,L,295.6,306.2,1569,35.1,140,0,0,0,0,0,0,10.599999999999966,5767.1158819743905,4914.0,44.70084196557208,1,0,0
902,H30315,H,295.6,306.1,1256,62.3,142,0,0,0,0,0,0,10.5,8194.195174407234,8846.6,20.160510407622727,0,0,1
903,L48082,L,295.6,306.1,1383,48.7,147,0,0,0,0,0,0,10.5,7053.095418794837,7158.900000000001,28.39835145824405,1,0,0
904,L48083,L,295.7,306.2,2270,14.6,149,1,0,0,1,0,0,10.5,3470.622124175764,2175.4,155.47934556209208,1,0,0
905,H30318,H,295.7,306.2,1458,49.8,151,0,0,0,0,0,0,10.5,7603.533867630304,7519.799999999999,29.277102554798685,0,0,1
906,L48085,L,295.6,306.1,1474,41.2,156,0,0,0,0,0,0,10.5,6359.505064710795,6427.200000000001,35.7766903454635,1,0,0
907,M15766,M,295.6,306.1,1462,49.2,158,0,0,0,0,0,0,10.5,7532.533873659176,7773.6,29.715441114747737,0,1,0
908,M15767,M,295.6,306.1,1669,29.0,161,0,0,0,0,0,0,10.5,5068.540867546652,4669.0,57.551704292515765,0,1,0
909,M15768,M,295.5,306.1,1822,24.3,164,0,0,0,0,0,0,10.600000000000023,4636.425270020888,3985.2000000000003,74.97939301259547,0,1,0
910,L48089,L,295.5,306.0,1456,39.2,167,0,0,0,0,0,0,10.5,5976.900967405605,6546.400000000001,37.14284766764089,1,0,0
911,L48090,L,295.5,306.0,1546,35.9,169,0,0,0,0,0,0,10.5,5812.093016798284,6067.099999999999,43.06405485680923,1,0,0
912,M15771,M,295.6,306.1,1490,42.7,171,0,0,0,0,0,0,10.5,6662.5849799781145,7301.700000000001,34.894605411099434,0,1,0
913,L48092,L,295.6,306.0,1569,40.4,174,0,0,0,0,0,0,10.399999999999977,6637.933949622945,7029.599999999999,38.83662405034058,1,0,0
914,L48093,L,295.5,306.0,1621,29.5,176,0,0,0,0,0,0,10.5,5007.64632994457,5192.0,54.949133915547826,1,0,0
915,M15774,M,295.4,305.9,1518,40.6,178,0,0,0,0,0,0,10.5,6453.962283828728,7226.8,37.389153352425275,0,1,0
916,M15775,M,295.4,305.8,1526,38.2,181,0,0,0,0,0,0,10.400000000000034,6104.449629141351,6914.200000000001,39.9476335215619,0,1,0
917,M15776,M,295.3,305.8,1589,36.2,184,0,0,0,0,0,0,10.5,6023.668810042045,6660.8,43.8950154986145,0,1,0
918,L48097,L,295.3,305.7,1475,51.0,187,0,0,0,0,0,0,10.399999999999977,7877.543578876406,9537.0,28.921562956556283,1,0,0
919,M15778,M,295.3,305.7,1473,38.5,189,0,0,0,0,0,0,10.399999999999977,5938.709672713465,7276.5,38.259730322147966,0,1,0
920,L48099,L,295.4,305.8,1407,50.7,192,0,0,0,0,0,0,10.400000000000034,7470.173259485418,9734.400000000001,27.75147381627735,1,0,0
921,M15780,M,295.5,305.9,1518,44.1,194,0,0,0,0,0,0,10.399999999999977,7010.33834277948,8555.4,34.42176090209503,0,1,0
922,H30335,H,295.5,305.9,1593,37.2,197,0,0,0,0,0,0,10.399999999999977,6205.65080048899,7328.400000000001,42.82256913371797,0,0,1
923,M15782,M,295.5,305.9,1380,52.4,202,0,0,0,0,0,0,10.399999999999977,7572.494932212837,10584.8,26.335872836665487,0,1,0
924,M15783,M,295.5,306.0,1423,45.3,205,0,0,0,0,0,0,10.5,6750.4343825479955,9286.5,31.412796597616644,0,1,0
925,L48104,L,295.5,306.0,1800,27.6,208,0,0,0,0,0,0,10.5,5202.477434344697,5740.8,65.21736767486678,1,0,0
926,H30339,H,295.6,306.1,1623,30.9,210,0,0,0,0,0,0,10.5,5251.769023079521,6489.0,52.52425484651947,0,0,1
927,L48106,L,295.6,306.1,1372,55.6,215,1,0,0,0,1,0,10.5,7988.358023744029,11954.0,24.676254554630475,1,0,0
928,H30341,H,295.6,306.0,1396,52.4,0,0,0,0,0,0,0,10.399999999999977,7660.291974905159,0.0,26.64121628984422,0,0,1
929,L48108,L,295.6,306.0,1949,21.9,5,0,0,0,0,0,0,10.399999999999977,4469.763779747949,109.5,88.99539315278852,1,0,0
930,L48109,L,295.6,306.0,1419,51.1,7,0,0,0,0,0,0,10.399999999999977,7593.323691506138,357.7,27.769074800572444,1,0,0
931,M15790,M,295.5,305.9,1453,47.3,9,0,0,0,0,0,0,10.399999999999977,7197.064138133344,425.7,30.718809573190367,0,1,0
932,L48111,L,295.5,305.9,1542,36.2,12,0,0,0,0,0,0,10.399999999999977,5845.498618681456,434.40000000000003,42.59667331583609,1,0,0
933,L48112,L,295.6,306.0,1363,50.0,14,0,0,0,0,0,0,10.399999999999977,7136.651311404813,700.0,27.25999454800109,1,0,0
934,L48113,L,295.5,306.0,1597,37.2,16,0,0,0,0,0,0,10.5,6221.233100050796,595.2,42.93009598653333,1,0,0
935,M15794,M,295.5,306.0,1326,50.8,18,0,0,0,0,0,0,10.5,7054.006480664378,914.4,26.102357066465146,0,1,0
936,M15795,M,295.5,306.0,1641,36.6,21,0,0,0,0,0,0,10.5,6289.531324339838,768.6,44.836053323482695,0,1,0
937,M15796,M,295.6,306.1,1418,46.2,24,0,0,0,0,0,0,10.5,6860.3587094971035,1108.8000000000002,30.692634049213407,0,1,0
938,L48117,L,295.6,306.2,1263,61.8,27,0,0,0,0,0,0,10.599999999999966,8173.732934256851,1668.6,20.43688989694338,1,0,0
939,L48118,L,295.6,306.2,1823,25.8,29,0,0,0,0,0,0,10.599999999999966,4925.326130445006,748.2,70.65888734151653,1,0,0
940,L48119,L,295.5,306.1,1488,40.7,31,0,0,0,0,0,0,10.600000000000023,6341.995921654788,1261.7,36.56018757734948,1,0,0
941,L48120,L,295.6,306.2,1443,48.9,33,0,0,0,0,0,0,10.599999999999966,7389.308664582016,1613.7,29.509196419387234,1,0,0
